35.166.29.81,ps4updptl.us.np.community.playstation.net
34.208.238.182,pipes-prod-glutton.public.aws.demonware.net
104.16.35.99,playerpreferences.riotgames.com
52.109.6.6,roaming.officeapps.live.com
3.228.254.72,cctypekit.adobe.io
3.234.31.129,activate.platform.californiatimes.com
111.161.111.57,q.i.gdt.qq.com
34.208.217.128,pipes-prod-glutton.public.aws.demonware.net
34.209.243.132,pipes-prod-glutton.public.aws.demonware.net
34.211.136.113,pipes-prod-glutton.public.aws.demonware.net
52.25.170.114,ekg.riotgames.com
13.107.42.12,d.docs.live.net
104.17.166.5,pft.leagueoflegends.com
13.107.42.12,d.docs.live.net
172.217.9.228,www.google.com
172.217.3.99,ssl.gstatic.com
172.217.3.99,ssl.gstatic.com
162.159.130.233,discordapp.com
172.217.3.99,www.gstatic.com
172.217.3.99,www.gstatic.com
172.217.10.238,apis.google.com
172.217.10.238,apis.google.com
172.217.10.110,ogs.google.com
172.217.10.110,ogs.google.com
172.217.11.2,adservice.google.com
172.217.11.2,adservice.google.com
52.179.129.229,arc.msn.com
172.217.10.238,play.google.com
52.25.170.114,ekg.riotgames.com
31.13.66.19,scontent.xx.fbcdn.net
20.36.219.28,activity.windows.com
45.57.91.1,assets.nflxext.com
45.57.91.1,codex.nflxext.com
40.90.22.188,login.live.com
40.112.49.67,nav.smartscreen.microsoft.com
23.192.6.36,fpdownload.macromedia.com
172.217.11.2,googleads.g.doubleclick.net
172.217.11.2,googleads.g.doubleclick.net
203.205.239.158,q4.qlogo.cn
66.254.114.41,www.pornhub.com
66.254.114.41,www.pornhub.com
104.16.1.92,na.ledge.leagueoflegends.com
66.254.114.38,ads.trafficjunky.net
66.254.114.38,ads.trafficjunky.net
152.195.33.132,ci.phncdn.com
152.195.33.132,ci.phncdn.com
152.195.33.132,ci.phncdn.com
152.195.33.132,ci.phncdn.com
152.195.33.132,ci.phncdn.com
152.195.33.132,ci.phncdn.com
69.16.175.10,smpop.icfcdn.com
205.185.208.142,cdn1d-static-shared.phncdn.com
205.185.208.142,cdn1d-static-shared.phncdn.com
69.16.175.10,smpop.icfcdn.com
205.185.208.79,static.trafficjunky.com
205.185.208.79,static.trafficjunky.com
13.107.42.12,d.docs.live.net
66.254.114.32,hubt.pornhub.com
66.254.114.32,hubt.pornhub.com
35.186.235.23,cdn.mxpnl.com
35.186.235.23,cdn.mxpnl.com
172.217.12.142,www.google-analytics.com
172.217.12.142,www.google-analytics.com
96.6.24.64,us-prof.np.community.playstation.net
107.178.240.159,api-js.mixpanel.com
107.178.240.159,api-js.mixpanel.com
205.185.208.142,cdn1d-static-shared.phncdn.com
172.217.197.156,stats.g.doubleclick.net
172.217.197.156,stats.g.doubleclick.net
205.185.208.142,cdn1d-static-shared.phncdn.com
104.196.12.179,eg.poly.edu
52.25.170.114,ekg.riotgames.com
205.185.208.142,cdn1d-static-shared.phncdn.com
104.16.35.99,playerpreferences.riotgames.com
216.18.168.25,cdn1-smallimg.phncdn.com
216.18.168.25,cdn1-smallimg.phncdn.com
205.185.208.142,cdn1d-static-shared.phncdn.com
205.185.208.142,di.phncdn.com
205.185.208.142,di.phncdn.com
205.185.208.142,di.phncdn.com
205.185.208.142,di.phncdn.com
205.185.208.142,di.phncdn.com
205.185.208.142,di.phncdn.com
104.107.176.162,go.microsoft.com
207.178.0.77,m1.nsimg.net
207.178.0.78,m2.nsimg.net
207.178.0.78,m2.nsimg.net
207.178.0.77,m1.nsimg.net
104.196.12.179,eg.poly.edu
66.254.114.41,www.pornhub.com
40.77.224.8,windows.policies.live.net
52.19.180.230,push.prod.netflix.com
52.109.6.6,roaming.officeapps.live.com
13.78.180.90,array805.prod.do.dsp.mp.microsoft.com
66.254.114.38,ads.trafficjunky.net
66.254.114.38,ads.trafficjunky.net
209.197.3.68,dv-h.phncdn.com
209.197.3.68,dv-h.phncdn.com
216.18.168.166,a.adtng.com
216.18.168.166,a.adtng.com
104.18.32.118,servingmillions.com
104.18.32.118,servingmillions.com
66.254.114.62,etahub.com
66.254.114.62,etahub.com
192.229.211.229,vz-cdn2.trafficjunky.net
192.229.211.229,vz-cdn2.trafficjunky.net
209.197.3.25,hw-cdn2.adtng.com
209.197.3.25,hw-cdn2.adtng.com
23.38.167.33,steamcdn-a.akamaihd.net
23.38.167.33,steamcdn-a.akamaihd.net
23.38.167.33,steamcdn-a.akamaihd.net
152.195.12.204,media.servingmillions.com
152.195.12.204,media.servingmillions.com
178.128.135.80,e.serverbid.com
69.166.1.15,apex.go.sonobi.com
172.217.12.142,www.google-analytics.com
23.194.213.66,resources.tidal.com
23.20.28.69,ss-prod-ue1-notif-32.aws.adobess.com
68.67.160.78,nym1-ib.adnxs.com
68.67.160.78,nym1-ib.adnxs.com
185.167.164.42,c1.adform.net
184.72.104.138,duckduckgo.com
52.25.170.114,ekg.riotgames.com
68.67.160.134,ib.adnxs.com
13.107.3.128,config.edge.skype.com
52.114.6.47,v20.events.data.microsoft.com
13.107.42.12,d.docs.live.net
13.107.136.9,nyu0-my.sharepoint.com
52.25.170.114,ekg.riotgames.com
52.46.132.133,firehose.us-east-1.amazonaws.com
40.112.49.67,nav.smartscreen.microsoft.com
54.75.239.212,external-content.duckduckgo.com
13.225.64.110,d3cv4a9a9wh0bt.cloudfront.net
104.83.12.27,steam-chat.com
13.68.93.109,slscr.update.microsoft.com
104.45.177.233,fe2cr.update.microsoft.com
23.38.167.33,steamcdn-a.akamaihd.net
23.38.167.33,steamcdn-a.akamaihd.net
23.38.167.33,steamcdn-a.akamaihd.net
54.239.21.125,identity.browserapps.amazon.com
96.6.127.129,resources.tidal.com
64.4.54.18,fe3cr.delivery.mp.microsoft.com
23.194.213.66,resources.tidal.com
207.178.0.78,m2.nsimg.net
52.114.128.9,v10.events.data.microsoft.com
13.107.42.12,d.docs.live.net
13.107.42.12,d.docs.live.net
205.185.208.85,media.trafficjunky.net
205.185.208.85,media.trafficjunky.net
192.229.211.229,vz-cdn.trafficjunky.net
192.229.211.229,vz-cdn.trafficjunky.net
192.229.211.229,vz-cdn.trafficjunky.net
192.229.211.229,vz-cdn.trafficjunky.net
147.75.198.222,vc.hotjar.io
207.178.0.78,m2.nsimg.net
52.114.128.9,v10.events.data.microsoft.com
13.107.3.128,config.edge.skype.com
35.186.224.47,dealer.spotify.com
31.13.66.19,scontent-iad3-1.xx.fbcdn.net
40.69.218.62,geo.prod.do.dsp.mp.microsoft.com
104.107.183.221,kv501.prod.do.dsp.mp.microsoft.com
96.6.24.64,us-prof.np.community.playstation.net
104.107.183.221,cp501.prod.do.dsp.mp.microsoft.com
66.254.114.38,ads.trafficjunky.net
66.254.114.38,ads.trafficjunky.net
172.217.12.142,play.google.com
40.79.66.194,array501.prod.do.dsp.mp.microsoft.com
40.79.66.194,array501.prod.do.dsp.mp.microsoft.com
172.217.197.108,imap.gmail.com
172.217.197.108,imap.gmail.com
40.69.218.62,geo.prod.do.dsp.mp.microsoft.com
52.114.158.53,v10.events.data.microsoft.com
34.210.17.79,pipes-prod-glutton.public.aws.demonware.net
40.69.218.62,geo.prod.do.dsp.mp.microsoft.com
216.127.52.249,as.sexad.net
216.127.52.249,as.sexad.net
207.246.147.248,pornhublive.com
66.254.114.38,ads.trafficjunky.net
66.254.114.38,ads.trafficjunky.net
172.217.12.202,fonts.googleapis.com
172.217.12.202,fonts.googleapis.com
69.16.175.42,cdn.nsimg.net
69.16.175.42,cdn.nsimg.net
69.16.175.42,cdn.nsimg.net
104.17.65.4,cdnjs.cloudflare.com
104.17.65.4,cdnjs.cloudflare.com
69.16.175.42,cdn.nsimg.net
69.16.175.42,cdn.nsimg.net
207.178.0.77,m1.nsimg.net
207.178.0.77,m1.nsimg.net
207.178.0.78,m2.nsimg.net
35.245.84.248,static.hotjar.com
35.245.84.248,static.hotjar.com
172.217.12.142,www.google-analytics.com
172.217.12.142,www.google-analytics.com
35.236.214.25,script.hotjar.com
35.236.214.25,script.hotjar.com
172.217.10.131,fonts.gstatic.com
172.217.10.131,fonts.gstatic.com
69.16.175.42,cdn2.nsimg.net
69.16.175.42,cdn2.nsimg.net
52.114.158.53,v10.events.data.microsoft.com
66.254.114.38,ads.trafficjunky.net
207.246.147.248,pornhublive.com
172.217.197.156,stats.g.doubleclick.net
172.217.197.156,stats.g.doubleclick.net
172.217.9.228,www.google.com
172.217.9.228,www.google.com
69.16.175.42,cdn.nsimg.net
207.178.0.78,m2.nsimg.net
52.109.120.18,nexusrules.officeapps.live.com
147.75.96.25,vars.hotjar.com
147.75.96.25,vars.hotjar.com
66.254.114.62,etahub.com
66.254.114.62,etahub.com
209.197.3.68,dv-h.phncdn.com
209.197.3.68,dv-h.phncdn.com
216.18.168.166,a.adtng.com
216.18.168.166,a.adtng.com
212.124.124.71,n1272adserv.xyz
212.124.124.71,n1272adserv.xyz
209.197.3.25,hw-cdn2.adtng.com
209.197.3.25,hw-cdn2.adtng.com
209.197.3.25,hw-cdn2.adtng.com
52.33.245.178,ekg.riotgames.com
195.181.169.2,cdn77.n1272adserv.xyz
195.181.169.2,cdn77.n1272adserv.xyz
52.179.129.229,arc.msn.com
13.107.42.12,d.docs.live.net
13.107.42.12,d.docs.live.net
216.165.47.12,www.nyu.edu
52.114.158.53,v10.events.data.microsoft.com
172.217.12.142,tools.google.com
52.109.6.6,roaming.officeapps.live.com
104.17.209.9,api.golinkapi.com
172.217.12.142,tools.google.com
216.165.47.12,www.nyu.edu
52.109.120.18,nexusrules.officeapps.live.com
52.109.120.18,nexusrules.officeapps.live.com
13.107.42.12,d.docs.live.net
178.128.135.80,e.serverbid.com
69.166.1.15,apex.go.sonobi.com
35.186.224.53,spclient.wg.spotify.com
104.16.3.92,na.ledge.leagueoflegends.com
68.67.160.78,nym1-ib.adnxs.com
68.67.160.78,nym1-ib.adnxs.com
185.167.164.42,c1.adform.net
68.67.160.134,ib.adnxs.com
157.185.163.114,p1.music.126.net
157.185.163.114,p1.music.126.net
52.33.245.178,ekg.riotgames.com
13.68.225.90,smartscreen-prod.microsoft.com
34.230.111.29,rtm.tnt-ea.com
13.226.242.127,d3cv4a9a9wh0bt.cloudfront.net
35.161.179.71,ekg.riotgames.com
104.17.142.21,loadouts.na2.leagueoflegends.com
13.107.136.9,nyu0-my.sharepoint.com
209.197.3.68,dv-h.phncdn.com
209.197.3.68,dv-h.phncdn.com
13.107.42.12,d.docs.live.net
216.165.46.10,newclasses.nyu.edu
216.165.46.10,newclasses.nyu.edu
13.107.3.128,config.edge.skype.com
13.107.3.128,config.edge.skype.com
13.107.3.128,config.edge.skype.com
13.107.3.128,config.edge.skype.com
52.109.4.5,mrodevicemgr.officeapps.live.com
209.197.3.68,dv-h.phncdn.com
209.197.3.68,dv-h.phncdn.com
23.192.7.50,officecdn.microsoft.com
3.82.255.212,datarouter.ol.epicgames.com
52.41.38.113,ekg.riotgames.com
104.83.12.27,steam-chat.com
54.156.65.23,ss-prod-ue1-notif-32.aws.adobess.com
172.217.6.238,clients4.google.com
52.25.170.114,ekg.riotgames.com
40.112.72.19,browser.pipe.aria.microsoft.com
52.39.118.53,sm.ga-se.net
40.90.22.187,login.live.com
209.197.3.68,dv-h.phncdn.com
209.197.3.68,dv-h.phncdn.com
51.143.111.7,watson.telemetry.microsoft.com
